@relation friedman

@attribute attrib0 numeric
@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute target numeric

@data
48.646036,1381.379467,0.783774,5.364114,-3.811097
14.886346,1461.257041,0.474074,6.845317,-8.741241
56.827464,449.044116,0.455974,5.659879,0.58662
16.20499,1180.165905,0.600032,10.247717,-13.138534
1.91104,1111.994254,0.046292,5.353555,9.647806
28.539731,392.71966,0.070043,5.758541,-1.45941
92.619751,1459.364344,0.229056,5.393796,20.406706
49.975736,1705.32709,0.250712,3.125725,-5.72995
62.855215,1698.757711,0.751709,8.098136,15.981831
8.93941,1362.833389,0.682666,1.187606,2.313762
75.991544,803.740271,0.320534,2.796608,8.468179
37.244328,1725.776627,0.064393,4.243042,4.277691
26.260908,133.3689,0.64441,5.623638,-11.062921
77.698403,1010.752284,0.769671,7.912762,-12.074022
18.468672,1380.294841,0.996085,4.018343,11.274088
20.917218,1546.774193,0.622597,3.738599,15.958333
68.150064,338.825459,0.058528,8.990641,-22.001457
23.584041,213.261039,0.262143,8.316476,1.356445
28.108707,1487.600386,0.603351,5.767012,-2.207775
11.348114,1252.658,0.037598,3.603505,-1.511044
46.930564,274.46186,0.634249,4.038227,17.864891
77.492732,1302.444278,0.147822,5.719419,9.415196
32.798112,1220.5373,0.848013,1.864762,5.626511
10.531055,1630.182134,0.217929,3.686379,19.508682
93.326575,1108.725866,0.011359,7.581349,-17.686971
20.141536,340.743709,0.541385,10.359334,11.949462
63.489674,1717.237518,0.068077,4.452769,7.517221
25.997948,729.347764,0.148173,10.808411,-6.980072
85.727248,189.260582,0.619218,5.564223,-13.235493
34.049138,1526.236308,0.79713,1.94577,-10.612696
55.018281,640.176453,0.336634,1.723902,-2.977377
85.62316,1213.059368,0.173604,8.040335,16.500826
96.932758,655.121844,0.902409,1.839352,-20.33075
96.479337,587.619599,0.214252,8.236904,3.67729
44.477027,1313.911111,0.423058,4.207244,5.191099
63.578714,266.069159,0.829755,10.487838,4.501669
98.982928,1542.820187,0.084718,1.532239,-19.591473
30.974614,554.473607,0.396603,10.970159,5.021752
64.645128,705.708795,0.297576,10.262528,9.0894
66.485966,855.98054,0.93852,6.242256,-19.547496
3.042239,279.75844,0.102093,4.673103,-8.334292
70.271167,422.010407,0.554628,1.199888,10.153272
6.871748,1732.602274,0.18252,1.595714,9.860767
54.944977,282.467219,0.055661,6.078368,13.725513
56.311116,1290.086023,0.855002,2.809125,0.804393
52.193177,744.520923,0.80127,10.234796,6.826359
38.378709,219.105657,0.252188,3.663579,-0.531084
57.790449,614.45453,0.036574,2.128946,-17.858689
46.996291,1348.341545,0.866099,5.703947,10.145329
10.095323,1736.238007,0.161452,4.916732,5.653284
28.927282,700.361183,0.820351,2.442492,-6.291994
97.848343,191.600178,0.197648,1.592035,-10.098334
5.218013,143.698713,0.084992,10.376981,13.067938
68.825991,823.202837,0.184373,1.033677,21.487453
32.555312,226.658785,0.10243,7.918396,-18.151879
68.13979,1594.891752,0.404016,3.312264,16.32175
26.195971,1190.800295,0.78147,8.369206,3.239333
65.535171,752.494711,0.214233,4.86509,-11.008412
47.004183,1611.354928,0.552259,7.869259,10.989358
15.039482,1156.970222,0.318999,10.634223,-3.036933
90.792189,1713.389834,0.106987,7.303324,-6.340727
32.941147,1263.388844,0.157227,3.467772,15.89697
4.57294,453.620794,0.646586,8.013018,12.619445
44.178696,1404.790856,0.183174,7.594121,-10.096003
61.601766,642.485563,0.956687,4.741848,10.963479
5.302452,1387.814526,0.346459,5.723825,-7.994497
6.218202,1308.124808,0.567224,3.316354,9.098233
33.140569,1066.956104,0.67171,1.303822,1.036372
38.014988,421.640049,0.775142,4.418749,-1.531686
3.412942,1548.116097,0.001584,2.428838,18.31508
87.903257,1267.468542,0.107329,4.827985,2.728719
31.445438,1627.498948,0.455149,5.699045,1.378268
8.111038,753.532664,0.948764,9.687837,7.829728
57.045886,300.843328,0.152636,1.294355,13.437845
83.753038,532.298936,0.363873,9.890129,-5.804959
54.249094,595.62808,0.408974,8.15458,11.399355
49.699364,794.266153,0.936849,5.152316,18.486208
11.144874,726.242166,0.369839,8.317684,-1.769314
14.706571,935.599281,0.824417,4.819203,15.389268
49.730909,134.016614,0.608579,5.324311,24.117107
90.367221,923.486939,0.774055,2.387085,8.240639
80.519519,993.482101,0.080983,7.055856,8.934314
59.238287,756.123989,0.431972,4.675972,-11.323466
67.930262,1431.854832,0.346287,9.271773,2.132995
80.461973,640.927363,0.479936,10.735732,14.085765
70.306774,1333.032878,0.545683,10.418946,2.18715
83.907773,981.24003,0.611729,3.66405,18.355417
9.996914,1279.01828,0.438628,5.56444,3.360373
16.923909,375.074703,0.453275,9.166358,-10.465729
37.419938,1555.68009,0.465096,4.057202,-0.28937
21.546805,758.517064,0.228419,9.890957,-0.861851
97.392512,1348.644983,0.624915,8.652639,-4.724229
90.988489,1011.128276,0.690274,5.611225,-8.321367
34.172612,737.177543,0.790959,7.119696,-6.186808
14.714998,635.202443,0.882281,4.88524,-4.736543
7.03853,271.863195,0.721962,7.700872,6.763635
36.207799,1029.772061,0.124031,6.047222,15.612038
82.807821,818.95165,0.268144,5.209621,4.309603
57.403124,1373.283177,0.959823,9.08318,2.568718
7.332219,1420.345596,0.706619,4.288851,18.451628
69.376305,616.215703,0.747699,2.657934,-8.859197
57.941395,1322.734022,0.531771,6.169405,6.77769
22.942837,1423.176638,0.673332,7.714264,12.315283
37.477634,854.748596,0.056732,2.554133,12.135613
13.016602,475.211522,0.105463,8.231091,19.395986
0.456448,1677.898164,0.938525,3.893574,-1.209381
27.38371,390.648647,0.852324,9.472579,11.701787
45.397136,1615.151299,0.9191,7.990574,-3.272026
55.582576,1517.112286,0.222361,9.054014,-15.902297
74.356735,1154.748288,0.974971,7.786038,25.582184
87.62163,1212.777375,0.910335,9.107127,15.410894
93.748042,1075.142106,0.715679,7.33079,18.15626
39.720091,860.155985,0.06849,7.637076,7.904844
5.828823,819.772302,0.556028,8.685828,-11.939624
71.151047,738.135089,0.512114,5.505328,-8.941075
32.669394,1371.336412,0.677117,2.504054,-16.563635
20.891657,850.483046,0.233237,8.666507,-1.122351
29.721089,1147.296318,0.732007,1.545775,15.085126
85.974037,1114.121677,0.143607,7.483801,-20.661753
40.16933,127.539286,0.676261,1.012222,4.250202
20.82582,560.94326,0.466317,5.979932,14.150634
54.38383,423.661368,0.661281,7.360953,17.616379
65.660468,813.486559,0.559367,1.975367,-3.723543
35.028072,1675.887311,0.28332,3.722641,12.898644
42.475463,586.276538,0.974126,9.216384,7.317985
7.038375,1048.21888,0.143166,6.914501,20.405307
18.26218,523.403777,0.97357,3.183642,2.661028
76.24489,1173.792835,0.668504,1.755635,10.777586
28.363874,246.920754,0.745496,1.11144,26.945439
97.648531,638.191015,0.100362,9.836408,-13.149324
57.163255,1483.583091,0.563788,6.476698,13.104778
54.072249,646.523765,0.771267,2.429058,-4.587541
79.38203,515.450831,0.587029,6.342687,-3.069071
17.558803,1455.570941,0.007284,1.167237,-21.960235
47.940656,972.618463,0.262617,2.350853,1.047862
87.098398,1474.363992,0.420305,3.645585,5.548239
55.693728,1554.183728,0.647435,9.009064,4.564088
44.928275,235.841916,0.839518,9.08428,2.453179
2.965656,562.504509,0.395897,8.328173,4.800483
96.584125,185.262775,0.01234,1.094807,5.578615
78.683469,682.75278,0.099169,9.213855,0.334378
47.829514,1007.991215,0.593826,4.601863,1.906457
45.97214,1318.998539,0.776484,1.314039,-25.868256
19.464301,192.267879,0.005587,1.90754,-5.056002
88.192931,1682.249581,0.484712,6.670408,-2.723145
22.678734,509.14203,0.811233,5.219997,8.083092
29.327095,1085.262969,0.47891,8.032036,-1.736937
46.521061,141.688799,0.762849,4.118912,0.885622
59.043473,1139.407907,0.663205,6.227366,20.510155
80.266265,1309.78605,0.912035,5.003032,15.243964
1.737518,1025.479035,0.960453,10.488354,20.120165
23.652554,758.243569,0.684505,1.9426,2.567936
71.920271,1047.86409,0.235429,10.275769,3.398348
44.830777,1025.099499,0.181904,4.476234,3.255019
43.612919,360.465504,0.144249,2.099813,13.602635
39.988204,1152.619204,0.518346,10.70824,-1.393054
26.016474,787.281203,0.884374,7.780374,-7.934085
69.749309,564.562044,0.442872,4.762859,-16.759287
79.504321,1000.473865,0.848129,4.77912,13.388663
57.467456,295.991648,0.608222,2.369143,-12.957025
34.801893,573.6485,0.112903,9.599559,-17.630936
16.461954,351.612524,0.292137,10.59469,-12.565892
35.565768,1115.066404,0.613334,3.047078,-15.432009
24.06243,1395.866052,0.410057,2.200371,-16.050619
65.599253,260.88233,0.107751,8.319745,-2.871424
0.926583,377.73341,0.538694,6.029387,4.862842
88.551862,1489.069965,0.913742,10.585944,-6.037932
97.771534,411.547658,0.328596,9.735082,15.848495
6.94296,723.711454,0.502479,6.986003,13.649624
8.631827,557.266613,0.390286,8.962144,-5.087451
82.031177,964.758528,0.928193,6.328373,10.661585
13.531331,162.233892,0.927338,2.878794,-11.709748
26.378685,1483.315103,0.750166,2.425862,8.632253
14.920281,1751.763471,0.399174,5.999256,0.167363
2.572486,946.330175,0.06958,7.993325,6.305851
5.853558,505.046207,0.851264,9.441113,-4.199122
81.510633,1350.111672,0.973772,4.348478,5.946453
29.58749,249.25139,0.824995,6.285346,20.284417
5.490186,637.432922,0.474256,8.080924,-4.527358
18.729283,1030.458152,0.081775,2.499686,-1.078217
81.809038,723.416835,0.346625,8.31571,-12.845701
65.86217,947.05364,0.96495,2.81668,24.248218
61.459396,358.178962,0.414985,4.716706,13.772031
42.129867,402.584545,0.239287,1.468552,-15.048078
88.414287,336.758631,0.62901,10.444577,-4.447867
70.967303,267.867163,0.634528,4.671376,7.991346
50.676177,1105.983429,0.39434,7.263838,-13.497713
36.302108,488.429993,0.754831,8.425181,0.485666
20.777273,686.61383,0.092114,10.28431,21.085017
22.6991,1094.691868,0.452699,9.4767,24.272118
93.970117,964.372836,0.06243,9.377365,10.818817
79.394705,1602.053131,0.812424,1.051486,-7.125964
23.990027,1601.620094,0.30093,9.800253,21.188136
48.82396,1572.885961,0.99066,1.991525,10.683754
19.923313,885.088698,0.13964,10.040255,1.285841
32.732708,209.253923,0.560422,8.973435,-1.839038
29.081471,1410.414263,0.334633,2.834851,-17.041337
31.825903,1308.677309,0.221147,1.917972,-7.122249
97.263321,1758.139439,0.506955,1.917154,-11.044047
91.943899,236.121573,0.269511,4.017932,-1.505686
1.180334,455.466727,0.599497,9.603339,14.573453
7.517022,228.688463,0.45098,10.572547,-6.224327
16.725642,191.303567,0.091106,1.500598,-2.03363
28.169658,1111.255537,0.752176,5.557805,-1.914298
37.628572,250.381389,0.894926,6.447827,4.599813
29.55823,1002.282677,0.54095,5.143458,14.366699
13.278692,1571.297948,0.423808,8.090523,-1.762944
32.905346,1635.714673,0.994389,3.72764,-20.503169
84.457866,1370.283565,0.209092,9.235174,-1.484577
72.763876,1419.434121,0.488628,7.844128,11.980441
35.004565,675.269793,0.052315,1.550141,-5.921176
90.624747,934.767089,0.164483,1.248316,-3.764072
64.539366,1677.04149,0.238711,8.454428,-6.8155
99.144971,973.422411,0.586312,6.962426,-1.139272
32.495857,1221.396888,0.6413,4.291714,-13.159561
38.816116,258.384347,0.894276,3.816735,-11.792673
20.213205,296.300025,0.437185,7.112661,-10.057323
15.499219,1279.482468,0.950874,9.846369,-11.010934
39.790938,1658.034994,0.300194,8.475232,4.867626
78.97423,223.398651,0.891062,3.996114,3.369937
44.551752,1348.084983,0.215069,9.577178,5.16244
33.387259,843.794634,0.182863,10.146386,9.195324
44.281035,1024.985523,0.051768,8.91996,5.605719
55.271348,755.232381,0.416989,7.677844,-0.747648
41.832691,1389.849058,0.330708,4.844379,-18.464298
74.79318,569.271619,0.397418,9.578798,-5.113885
95.643267,615.928985,0.485428,8.256456,-15.27978
95.920486,1105.208391,0.047303,4.572699,0.938301
52.360501,855.728488,0.85996,4.872675,14.427084
31.593696,369.605504,0.070901,7.168261,8.488615
82.406681,980.367717,0.084763,9.610599,-5.858496
61.300818,942.375968,0.048955,5.75216,-0.169455
75.382747,1497.705519,0.448105,4.748334,-7.852739
97.334215,1480.743917,0.695341,3.162197,-19.2648
69.782371,1518.514869,0.468912,6.76386,2.419289
50.417293,1531.377959,0.045617,3.742571,-7.268152
75.019401,211.441751,0.662349,9.440144,16.472023
22.179385,1641.897537,0.735081,5.152947,5.542813
85.738435,737.038502,0.806851,3.374459,12.344294
64.855514,780.942425,0.861932,10.11379,1.922951
12.178063,1728.925385,0.110407,9.272772,11.302892
6.091771,950.702927,0.258108,6.468463,14.808882
60.726012,1186.999904,0.244982,8.616669,12.929335
18.220658,1679.628449,0.993089,1.123783,5.944518
7.460624,867.022822,0.385903,1.611639,15.339022
68.938887,999.704989,0.377276,9.458864,-1.709036
62.334065,1250.135872,0.958195,9.563095,2.216561
80.187748,1638.510142,0.672065,6.245759,-4.051733
41.71136,1555.728191,0.094661,1.518538,-6.988927
51.633293,155.814048,0.651505,5.613794,-3.473902
61.372672,351.04326,0.67765,9.809123,-7.055663
83.32447,747.123495,0.478542,5.178118,9.638916
99.685147,325.010226,0.358328,9.398596,-7.684662
91.31432,412.601269,0.261519,4.23178,2.107521
96.671988,149.410791,0.925683,8.865927,-1.503969
91.971031,1710.774878,0.509177,1.083576,14.263074
15.191487,1236.638811,0.183573,8.115667,10.554644
32.845789,1688.381821,0.045271,5.714923,-2.76004
39.063322,710.326461,0.666021,6.112411,5.927372
68.301825,330.574817,0.763649,2.372054,-0.397413
8.006787,1328.254572,0.886564,4.344271,-7.169255
65.687246,446.419865,0.773017,7.444189,0.37751
33.289719,1695.605728,0.065046,3.130555,11.843377
54.200198,654.300379,0.598231,9.561791,6.457365
84.210349,268.878692,0.651655,5.051612,-4.614945
73.68934,585.960719,0.499307,8.560994,5.451028
24.526081,487.839004,0.633961,8.311226,15.710942
21.441098,641.056663,0.220396,4.705636,11.176132
9.956884,1465.209886,0.863077,9.008494,-3.851679
6.89568,1208.013289,0.280416,8.070941,15.827151
36.633006,1656.720468,0.6708,6.375986,-23.620413
46.647169,1554.536472,0.865922,4.591866,-2.403191
72.80882,671.82827,0.748461,10.909256,6.642775
1.006802,1079.075033,0.700296,7.853538,7.893492
23.97361,1199.574685,0.553491,1.695148,-1.62855
27.610839,1012.933541,0.749779,6.394069,-11.630851
78.687884,924.081808,0.509715,10.701528,4.572934
49.845766,1016.909676,0.199159,5.183608,-6.354826
93.221411,269.629528,0.713255,6.508659,11.659299
76.567332,1470.165201,0.132719,1.017993,15.804232
72.395253,933.716262,0.950257,1.132872,5.270987
72.038212,630.014737,0.228291,4.697253,-2.293968
54.951908,597.487294,0.124226,3.46647,12.047605
56.636799,1206.113148,0.416997,5.930096,-7.270773
51.797467,446.962362,0.600352,7.467981,-8.648039
35.733574,334.626982,0.98504,1.646255,0.097169
20.694601,1515.098528,0.643521,7.546551,-1.358852
48.635687,1241.063622,0.190035,3.207802,-7.853653
40.822563,591.63195,0.235534,7.250016,13.134416
17.226291,1533.009444,0.080278,5.663483,1.924892
4.654927,963.299165,0.119573,7.570967,-7.016863
48.115965,995.008746,0.648488,7.272506,-8.31287
90.839766,278.250225,0.584812,10.63816,-9.393093
87.801387,1618.983154,0.263685,3.208491,-16.645677
44.543183,373.995001,0.854649,3.810544,4.436365
7.41352,1495.142673,0.395338,10.572611,7.386211
22.255101,656.518993,0.090893,7.209963,1.977834
16.779591,1117.211011,0.011834,7.454725,0.675376
61.824111,1616.897553,0.044704,4.129012,-5.870442
27.923056,312.204636,0.569598,7.491034,3.329539
64.441874,311.794159,0.771052,9.676708,9.299551
63.321267,1577.724221,0.177062,3.378581,-9.007383
30.451553,805.03195,0.366186,9.295487,-10.400856
38.941231,741.693912,0.797139,10.68196,16.578806
10.69136,284.143562,0.255038,8.900888,-5.516549
42.018262,1573.143386,0.413541,3.494812,-20.6309
46.725766,1188.049288,0.529524,3.242914,16.300064
35.296678,1514.690213,0.023946,6.306572,10.330882
74.012897,1116.022021,0.623641,2.598629,5.014805
64.361889,1209.827806,0.377484,7.164799,21.97394
39.538517,1183.758815,0.423068,1.103751,-10.485894
82.87209,1058.321627,0.182296,6.011972,6.849844
37.10918,1510.043945,0.37357,7.093854,-10.341243
85.485849,605.91149,0.736945,2.759902,2.758116
72.839583,229.621473,0.11723,2.698607,4.036387
80.939758,765.149774,0.774335,6.123933,3.427755
11.199671,1404.418247,0.934148,3.308498,8.790864
18.171457,1748.480506,0.507076,2.841458,4.584441
80.858894,1206.342924,0.733274,4.345816,-1.141384
25.167202,573.107138,0.508309,4.989353,-6.726416
60.613864,1052.463251,0.770595,7.095599,-16.117909
24.202152,1184.657524,0.781272,10.179515,-2.448984
0.280856,953.265219,0.748291,6.506659,-8.673503
72.210026,588.064712,0.25909,3.337982,1.138599
99.440608,1373.911589,0.145633,4.249342,-2.171214
51.08662,313.391515,0.19091,6.709217,-0.069765
44.435024,410.825803,0.764829,9.141259,9.11613
60.403044,472.635733,0.555441,10.029801,10.927379
22.467931,1130.833544,0.572544,4.17468,13.66825
99.983885,1656.653814,0.819859,1.072809,13.616095
33.110508,1171.498254,0.041098,8.808326,6.930956
35.983112,1555.133149,0.764792,4.732939,8.922072
65.715854,1333.725861,0.801704,1.433389,-7.612343
73.710783,1752.966993,0.760925,1.191836,14.628557
96.825858,636.524762,0.347246,3.734869,2.088059
13.686195,981.554209,0.962411,1.788516,0.236339
25.140958,931.31661,0.207248,7.725843,5.58852
99.972154,163.007595,0.448222,4.904513,3.3312
86.5623,1269.146595,0.272245,8.821279,-5.804854
84.685039,1035.601023,0.46662,4.427935,-6.415773
76.212232,1146.4774,0.792052,9.129912,0.062484
38.223008,1726.020054,0.635237,1.693632,3.234661
41.662076,707.762754,0.959423,4.285541,2.405885
88.416503,452.641521,0.882467,7.604118,-0.53093
28.822487,617.65482,0.380969,3.273201,-6.072072
27.825799,1672.614415,0.543379,4.96243,-4.900026
74.190324,320.696969,0.670682,3.99961,-4.583477
96.071657,1687.600483,0.896686,7.052965,12.36075
14.045167,1186.812087,0.00073,10.650495,3.362733
46.326651,1499.442325,0.982093,4.797089,-15.048325
68.152584,1562.699292,0.029793,10.115955,-5.902846
67.329697,367.982079,0.177948,9.463408,6.130347
28.584858,1040.791465,0.973166,3.961823,2.644715
47.977465,819.764204,0.323855,4.732487,-8.148898
40.817166,357.191707,0.539262,1.909444,7.870111
60.353967,455.388669,0.267995,8.905639,-6.904306
13.12534,1202.078731,0.339359,10.848703,2.773535
28.812373,1231.402124,0.313803,3.909977,14.615366
52.944232,450.546406,0.528092,3.265002,2.253934
97.795648,440.233223,0.054587,7.543339,-4.415684
24.690998,1232.179193,0.718064,1.623426,-2.243656
77.792869,1506.037287,0.862063,9.163326,2.651181
93.754733,1290.97524,0.188301,7.951091,-2.658277
45.273043,1745.823566,0.212171,8.761215,14.592393
80.534465,1297.389229,0.78232,5.155431,-6.929339
92.229768,1262.675208,0.098476,9.360422,-3.758178
76.010814,1235.076182,0.829232,9.403341,-15.851371
57.254926,637.082543,0.143695,10.651021,-25.690579
11.007179,1714.429914,0.320668,4.997936,5.106039
82.325582,1600.527087,0.744307,5.789261,9.43836
35.528221,996.641799,0.961798,6.518159,6.51596
94.89526,988.777715,0.368497,10.913866,3.63726
85.518,1402.659254,0.09896,2.32873,5.364614
14.563927,1390.159459,0.350262,8.284153,-2.147741
24.606413,1173.158368,0.956569,5.405049,14.781788
97.065112,154.893475,0.587434,8.96985,-7.038324
42.222102,1520.974151,0.885783,2.572707,2.47503
6.192599,383.674596,0.299112,7.53727,2.59919
6.879299,769.258072,0.663937,4.890911,2.706216
26.569599,1660.438318,0.218168,1.242373,-5.445841
91.09229,640.849772,0.115819,3.861754,15.32613
20.733241,470.044315,0.268278,10.709108,16.953642
11.186115,523.662649,0.158908,10.027304,-8.092443
32.463593,1350.599558,0.336173,8.015,22.666606
51.67688,351.728859,0.125457,2.556938,-7.666867
77.396222,1357.983848,0.962486,2.843723,-1.390468
39.254512,139.260049,0.340591,8.150113,-15.998588
20.449253,1750.555102,0.28337,6.089028,1.227059
90.715369,1303.909815,0.269671,7.22188,19.921534
71.284193,812.499439,0.256722,7.597702,4.406329
54.836869,1751.440451,0.722024,4.137426,-5.491085
33.322267,1697.492003,0.737098,9.089023,4.414837
90.639659,773.790353,0.8724,3.798271,-10.910613
66.161253,568.233256,0.203341,4.692095,4.797814
0.189664,1431.670873,0.865,1.022612,2.602945
16.158588,1078.49739,0.72287,2.245669,5.14051
76.346799,1395.472385,0.991493,1.732396,-18.708659
90.85001,768.536636,0.575405,7.055026,1.671093
88.052686,920.619189,0.230761,4.664624,4.882262
27.909431,1733.414278,0.60221,5.80489,-20.132037
81.996342,1376.9006,0.816047,6.246288,7.241071
49.986803,1283.837643,0.701895,4.662321,-4.936834
19.618046,507.992135,0.757093,5.84021,3.123093
40.622576,743.538054,0.639011,8.313149,7.007464
58.667055,621.494057,0.622828,7.400995,-5.293451
39.45385,1755.376599,0.682667,2.221755,-6.879116
33.03628,881.327966,0.199868,8.115947,12.120287
35.14578,355.136926,0.320638,5.012094,5.794292
45.153087,1442.760169,0.041134,4.370741,2.685923
75.489185,294.799882,0.111789,8.495549,0.529825
47.07297,1285.461366,0.740266,4.871953,-9.547183
45.684126,1300.109717,0.24844,10.396551,-5.400115
84.788574,762.289389,0.282121,4.463503,12.437588
74.585062,672.897832,0.755414,10.504037,7.145721
8.344251,332.276914,0.287005,3.650205,-8.98893
29.219898,1541.581767,0.611885,2.0966,-2.681793
81.435656,488.049681,0.937571,5.427732,-10.976834
99.895919,1315.004953,0.57077,6.452788,-6.404122
32.902195,753.6405,0.262348,5.512179,15.151118
83.765948,1228.858097,0.300968,5.474432,6.557214
39.101931,787.741992,0.988404,1.304131,8.147375
39.689581,774.224646,0.692769,9.57029,-4.886989
61.729234,1708.529549,0.02237,10.37588,2.509609
67.574143,1338.956105,0.66775,10.868711,-6.759645
11.455981,1347.617652,0.910818,7.103632,-8.027373
2.388968,934.091548,0.000202,7.329231,5.784871
80.800394,700.415215,0.806032,2.100494,4.205578
79.086804,303.633209,0.507194,10.765766,10.630005
49.801804,1715.629596,0.308867,8.477675,8.166753
68.148746,815.233547,0.120295,2.879548,3.169761
31.638143,1305.012763,0.46097,4.864596,-12.894793
93.395912,1544.219979,0.047653,5.183699,-2.127027
47.944389,1178.092755,0.190536,6.463904,2.124447
2.530908,655.984822,0.588554,9.663558,-10.122484
49.583547,139.166851,0.127436,8.413295,-20.834966
61.093616,561.68057,0.170042,8.160665,19.556184
68.723675,1315.470989,0.085733,4.678498,-7.786518
20.586481,924.682305,0.987419,1.712232,-3.977016
40.014913,588.022712,0.614251,8.212528,2.735211
98.976638,1648.093143,0.134933,8.118653,-20.882449
65.033507,1371.783446,0.670237,9.984744,-2.039631
28.488889,1441.021119,0.20936,3.762082,0.673333
28.145318,997.860273,0.836326,5.168577,15.212584
81.01969,658.723569,0.583274,6.13392,-3.627936
96.515802,1336.439348,0.415177,8.045238,-4.373205
36.977756,988.308976,0.638912,2.253335,-2.774298
59.260997,234.608454,0.848514,8.042689,0.805943
60.893713,1428.309884,0.106261,10.455851,-3.31888
18.882354,1575.840119,0.423365,3.79389,8.525197
19.501958,1236.633791,0.348217,1.377185,12.617902
65.965401,311.962265,0.909804,3.399281,18.565327
90.416598,223.313246,0.96594,4.6336,-5.19174
36.435701,1303.090454,0.739293,3.952142,-3.118253
61.542927,1474.704952,0.654355,9.433978,-7.583584
46.308432,1321.324192,0.691329,10.720198,-6.056063
75.638907,997.330715,0.88323,6.69381,5.665502
28.172061,1205.997149,0.223185,8.902737,1.818085
27.02372,148.795338,0.767518,7.194011,-9.009813
15.397163,165.04086,0.534695,3.544556,-4.073255
35.099887,1572.277904,0.353484,8.266412,-7.134426
19.624511,415.45751,0.916377,3.677794,18.818108
92.482178,631.522688,0.851374,8.566846,13.248665
77.20691,878.491398,0.209198,3.345876,-2.535999
99.104157,224.377302,0.530816,6.446639,-20.514931
78.662883,1658.554949,0.355375,4.892445,-13.45128
8.316182,172.802914,0.926539,7.419507,10.167898
8.854136,672.016391,0.580489,3.462796,-1.096454
98.243611,794.586634,0.604733,2.273528,0.728151
22.436169,194.938233,0.390146,5.667378,15.463735
8.648156,726.312307,0.703238,5.685995,4.608559
5.349396,1165.373909,0.307216,8.872347,-6.097659
61.630423,895.814137,0.813382,5.647746,8.822384
73.746626,557.44886,0.704895,2.829335,7.053886
91.296359,410.187556,0.771639,2.644517,14.759301
81.951294,1532.535894,0.527403,7.035514,7.972047
92.464524,241.656956,0.538575,5.991888,7.877916
53.023892,386.652827,0.032626,2.914715,-1.153295
25.125082,502.341707,0.426831,9.176964,-1.729191
23.28263,443.393514,0.776244,3.706538,9.693124
41.624806,1369.949281,0.82364,7.069439,8.851423
17.649744,1452.24262,0.950087,5.964999,-4.249275
90.429951,1020.598432,0.45001,7.876511,18.016672
