@relation trump_approval

@attribute ordinal_date numeric
@attribute five_thirty_eight numeric
@attribute gallup numeric
@attribute ipsos numeric
@attribute morning_consult numeric
@attribute rasmussen numeric
@attribute you_gov numeric

@data
736570,36.82207,35.843213,36.595679,38.318749,35.104692,39.636914
736571,37.31853,35.843213,36.595679,38.318749,35.104692,38.636914
736572,37.22177,34.843213,36.595679,38.318749,35.104692,38.636914
736573,37.3336,34.843213,38.037346,38.318749,36.104692,38.636914
736574,37.28516,34.843213,38.037346,38.318749,36.104692,38.636914
736575,37.35038,36.843213,38.037346,38.318749,36.104692,38.636914
736576,37.50347,38.843213,38.037346,38.318749,37.104692,38.636914
736577,37.76652,37.843213,38.770679,41.318749,38.104692,38.636914
736578,38.21691,37.843213,38.770679,41.318749,39.104692,41.636914
736579,38.37829,36.843213,38.770679,41.318749,39.104692,41.636914
736580,38.68817,36.843213,41.104012,41.318749,40.104692,41.636914
736581,38.76101,38.843213,41.104012,41.318749,40.104692,41.636914
736582,38.75933,38.843213,41.104012,41.318749,40.104692,41.636914
736583,38.71809,38.843213,41.104012,41.318749,38.104692,41.636914
736584,38.1081,37.843213,38.145679,41.318749,38.104692,41.636914
736585,38.20712,37.843213,38.145679,40.318749,36.104692,39.636914
736586,38.48572,37.843213,38.145679,40.318749,38.104692,39.636914
736587,38.85391,37.843213,36.170679,40.318749,37.104692,39.636914
736588,38.79293,36.843213,36.170679,40.318749,37.104692,39.636914
736589,38.79023,38.843213,36.170679,39.318749,37.104692,39.636914
736590,38.90175,38.843213,36.170679,39.318749,38.104692,40.636914
736591,38.85189,38.843213,39.270679,39.318749,37.104692,40.636914
736592,39.06307,39.843213,39.270679,39.318749,36.104692,39.636914
736593,39.45935,37.843213,39.270679,39.318749,37.104692,39.636914
736594,39.49464,38.843213,39.070679,39.318749,37.104692,39.636914
736595,39.44529,37.843213,39.070679,39.318749,37.104692,39.636914
736596,39.59408,40.843213,39.070679,39.318749,37.104692,39.636914
736597,39.6704,39.843213,39.070679,39.318749,37.604692,39.636914
736598,38.92197,39.843213,38.845679,39.318749,36.104692,39.636914
736599,38.79216,37.843213,38.845679,39.318749,37.104692,37.636914
736600,38.82832,36.843213,38.845679,39.318749,37.104692,37.636914
736601,38.62467,37.843213,38.337346,39.318749,39.104692,37.636914
736602,38.61241,37.843213,38.337346,39.318749,39.104692,37.636914
736603,38.66099,38.843213,38.337346,39.318749,39.104692,37.636914
736604,38.52001,37.843213,38.337346,39.318749,36.104692,37.636914
736605,38.61701,38.843213,39.020679,39.318749,36.104692,37.636914
736606,38.92259,39.843213,39.020679,39.318749,38.104692,39.636914
736607,38.81237,39.843213,39.020679,39.318749,39.104692,39.636914
736608,38.1001,39.843213,37.004012,39.318749,40.104692,39.636914
736609,38.13292,39.843213,37.004012,39.318749,40.104692,39.636914
736610,38.10051,38.843213,37.004012,39.318749,40.104692,39.636914
736611,38.02188,37.843213,37.004012,39.318749,38.104692,39.636914
736612,37.45793,36.843213,37.004012,39.318749,37.104692,39.636914
736613,37.7519,37.843213,37.004012,39.318749,37.104692,36.636914
736614,37.85408,37.843213,37.004012,39.318749,38.104692,36.636914
736615,37.6958,39.843213,36.820679,39.318749,37.104692,36.636914
736616,37.62886,38.843213,36.820679,39.318749,37.104692,36.636914
736617,37.66046,38.843213,36.820679,39.318749,37.104692,36.636914
736618,38.14785,36.843213,36.820679,39.318749,37.104692,36.636914
736619,37.98654,37.843213,37.056393,39.318749,35.104692,36.636914
736620,38.07331,36.843213,37.056393,39.318749,37.104692,37.636914
736621,37.96664,36.843213,37.056393,39.318749,35.104692,37.636914
736622,37.84346,35.843213,37.904012,39.318749,37.104692,37.636914
736623,37.86096,36.843213,37.904012,39.318749,37.104692,37.636914
736624,37.85255,36.843213,37.904012,39.318749,37.104692,37.636914
736625,37.48936,36.843213,37.904012,39.318749,35.104692,37.636914
736626,37.1561,36.843213,36.395679,39.318749,37.104692,37.636914
736627,37.07568,36.843213,36.395679,39.318749,36.104692,37.636914
736628,37.46911,37.843213,36.395679,39.318749,37.104692,37.636914
736629,37.30399,36.843213,35.370679,39.318749,37.104692,37.636914
736630,37.29323,36.843213,35.370679,39.318749,37.104692,37.636914
736631,37.26856,35.843213,35.370679,39.318749,37.104692,37.636914
736632,37.26442,33.843213,35.370679,39.318749,38.104692,37.636914
736633,37.24255,34.843213,37.145679,39.318749,38.104692,37.636914
736634,37.75723,35.843213,37.145679,39.318749,37.104692,40.636914
736635,37.97559,38.843213,37.145679,39.318749,37.104692,40.636914
736636,37.8332,39.843213,36.370679,39.318749,37.104692,40.636914
736637,37.88012,39.843213,36.370679,39.318749,37.104692,40.636914
736638,37.78851,37.843213,36.370679,39.318749,37.104692,40.636914
736639,37.69767,37.843213,36.370679,39.318749,38.104692,40.636914
736640,37.55069,37.843213,36.345679,39.318749,37.104692,40.636914
736641,37.58189,38.843213,36.345679,39.318749,36.104692,37.636914
736642,37.65916,37.843213,35.770679,39.318749,37.104692,37.636914
736643,37.85893,37.843213,35.770679,39.318749,38.104692,37.636914
736644,37.91284,38.843213,35.770679,39.318749,38.104692,37.636914
736645,37.98497,39.843213,35.770679,39.318749,38.104692,37.636914
736646,38.07273,38.843213,35.770679,39.318749,40.104692,37.636914
736647,38.05358,38.843213,36.770679,40.318749,38.104692,37.636914
736648,38.08255,37.843213,36.770679,40.318749,39.104692,34.636914
736649,38.12582,37.843213,36.770679,40.318749,35.104692,34.636914
736650,38.07958,37.843213,38.304012,40.318749,36.104692,34.636914
736651,38.19148,39.843213,38.304012,40.318749,36.104692,34.636914
736652,38.1493,38.843213,38.304012,40.318749,36.104692,34.636914
736653,38.11539,38.843213,38.304012,40.318749,35.104692,34.636914
736654,38.16841,36.843213,37.845679,40.318749,37.104692,34.636914
736655,38.41062,38.843213,37.845679,40.318749,38.104692,37.636914
736656,38.42519,38.843213,37.845679,40.318749,38.104692,37.636914
736657,38.42519,38.843213,37.845679,40.318749,38.104692,37.636914
736658,38.44119,38.843213,37.845679,40.318749,38.104692,37.636914
736659,38.39222,37.843213,37.845679,40.318749,38.104692,37.636914
736660,38.3837,37.843213,37.845679,40.318749,37.104692,37.636914
736661,38.24538,37.843213,37.070679,40.318749,36.104692,37.636914
736662,38.42575,38.843213,38.020679,41.318749,35.104692,39.636914
736663,38.16322,36.843213,38.020679,41.318749,36.104692,39.636914
736664,38.00967,34.843213,38.104012,41.318749,38.104692,39.636914
736665,37.90633,33.843213,38.104012,41.318749,38.104692,39.636914
736666,37.89624,34.843213,38.104012,41.318749,38.104692,39.636914
736667,37.86093,35.843213,38.104012,41.318749,36.104692,39.636914
736668,37.90712,35.843213,38.270679,41.318749,37.104692,39.636914
736669,37.84785,36.843213,38.270679,43.318749,36.104692,37.636914
736670,37.27071,37.843213,38.270679,43.318749,38.104692,37.636914
736671,37.28476,38.843213,38.270679,43.318749,36.104692,37.636914
736672,37.26849,37.843213,38.270679,43.318749,36.104692,37.636914
736673,37.12042,36.843213,37.470679,43.318749,36.104692,37.636914
736674,37.07095,35.843213,37.470679,43.318749,36.104692,37.636914
736675,37.17878,35.843213,35.595679,43.318749,35.104692,37.636914
736676,36.66145,36.843213,35.595679,43.318749,35.104692,38.636914
736677,37.07505,36.843213,35.595679,43.318749,35.104692,38.636914
736678,36.45856,35.843213,34.670679,43.318749,34.104692,38.636914
736679,36.40314,34.843213,34.670679,43.318749,34.104692,38.636914
736680,37.00387,35.843213,34.670679,43.318749,34.104692,38.636914
736681,37.21277,34.843213,34.670679,43.318749,36.104692,38.636914
736682,37.10143,36.843213,35.545679,43.318749,37.104692,38.636914
736683,37.20605,35.843213,35.545679,43.318749,38.104692,38.636914
736684,37.0453,35.843213,35.545679,43.318749,37.104692,38.636914
736685,37.14611,36.843213,35.545679,43.318749,38.104692,38.636914
736686,37.25974,38.843213,35.545679,43.318749,38.104692,38.636914
736687,37.3656,39.843213,35.545679,43.318749,38.104692,38.636914
736688,37.3656,39.843213,35.545679,43.318749,38.104692,38.636914
736689,37.38361,39.843213,36.956393,43.318749,38.104692,38.636914
736690,37.53883,38.843213,36.956393,43.318749,39.104692,38.636914
736691,37.73159,38.843213,36.956393,43.318749,40.104692,38.636914
736692,37.71204,38.843213,37.204012,39.318749,39.104692,38.636914
736693,37.73003,38.843213,37.204012,39.318749,39.104692,38.636914
736694,37.8654,40.843213,37.204012,39.318749,39.104692,38.636914
736695,37.8654,40.843213,37.204012,39.318749,39.104692,38.636914
736696,38.12047,40.843213,39.520679,39.318749,39.104692,38.636914
736697,38.16097,40.843213,39.520679,39.318749,38.104692,38.636914
736698,38.47328,40.843213,39.520679,39.318749,39.104692,38.636914
736699,38.82547,40.843213,41.245679,39.318749,38.104692,38.636914
736700,38.82547,40.843213,41.245679,39.318749,38.104692,38.636914
736701,38.82547,40.843213,41.245679,39.318749,38.104692,38.636914
736702,38.69312,37.843213,41.245679,39.318749,36.104692,38.636914
736703,38.73449,37.843213,41.245679,39.318749,37.104692,38.636914
736704,39.22063,37.843213,42.520679,39.318749,38.104692,38.636914
736705,39.10347,37.843213,42.520679,39.318749,39.104692,38.636914
736706,39.10097,37.843213,41.004012,39.318749,40.104692,38.636914
736707,39.10097,37.843213,41.004012,39.318749,40.104692,38.636914
736708,39.10097,37.843213,41.004012,39.318749,40.104692,38.636914
736709,39.29245,38.843213,41.004012,39.318749,40.104692,38.636914
736710,39.78146,38.843213,41.195679,39.318749,39.104692,38.636914
736711,40.20608,38.843213,41.195679,39.318749,39.104692,42.636914
736712,39.75453,38.843213,41.195679,39.318749,39.104692,42.636914
736713,39.47084,38.843213,38.237346,39.318749,39.104692,42.636914
736714,39.47084,38.843213,38.237346,39.318749,39.104692,42.636914
736715,39.11164,38.843213,38.237346,39.318749,39.104692,42.636914
736716,38.66162,36.843213,38.237346,40.318749,36.104692,42.636914
736717,38.35379,36.843213,36.895679,40.318749,37.104692,42.636914
736718,39.18694,36.843213,36.895679,40.318749,38.104692,39.636914
736719,39.04172,36.843213,36.895679,40.318749,39.104692,39.636914
736720,38.82256,36.843213,37.570679,40.318749,38.104692,39.636914
736721,38.82256,36.843213,37.570679,40.318749,38.104692,39.636914
736722,38.82256,36.843213,37.570679,40.318749,38.104692,39.636914
736723,38.78343,38.843213,37.570679,40.318749,37.104692,39.636914
736724,38.99561,38.843213,38.920679,40.318749,37.104692,39.636914
736725,39.52642,38.843213,38.920679,40.318749,38.104692,39.636914
736726,39.77913,38.843213,38.920679,40.318749,39.104692,39.636914
736727,40.19921,38.843213,42.004012,40.318749,43.104692,39.636914
736728,40.20801,38.843213,42.004012,40.318749,43.104692,39.636914
736729,40.20801,38.843213,42.004012,40.318749,43.104692,39.636914
736730,40.37448,40.843213,42.004012,40.318749,43.104692,39.636914
736731,40.13234,40.843213,40.895679,40.318749,43.104692,39.636914
736732,40.71095,40.843213,40.895679,40.318749,42.104692,40.636914
736733,40.81161,40.843213,40.895679,40.318749,42.104692,40.636914
736734,40.83043,40.843213,41.404012,40.318749,43.104692,40.636914
736735,40.83043,40.843213,41.404012,40.318749,43.104692,40.636914
736736,40.83043,40.843213,41.404012,40.318749,43.104692,40.636914
736737,40.91967,40.843213,41.404012,40.318749,42.104692,40.636914
736738,40.98163,40.843213,40.945679,40.318749,42.104692,40.636914
736739,41.42786,40.843213,40.945679,45.318749,41.104692,41.636914
736740,41.45908,40.843213,40.945679,45.318749,42.104692,41.636914
736741,41.3879,40.843213,40.170679,45.318749,41.104692,41.636914
736742,41.3879,40.843213,40.170679,45.318749,41.104692,41.636914
736743,41.3879,40.843213,40.170679,45.318749,41.104692,41.636914
736744,41.14141,37.843213,40.170679,45.318749,41.104692,41.636914
736745,40.9889,37.843213,39.995679,45.318749,40.104692,41.636914
736746,40.54642,37.843213,39.995679,45.318749,42.104692,41.636914
736747,40.57474,37.843213,39.995679,45.318749,42.104692,41.636914
736748,40.01941,37.843213,40.404012,45.318749,44.104692,41.636914
736749,40.01941,37.843213,40.404012,45.318749,44.104692,41.636914
736750,39.07833,37.843213,40.404012,45.318749,44.104692,41.636914
736751,39.37048,39.843213,40.404012,45.318749,43.104692,41.636914
736752,39.63747,39.843213,41.295679,45.318749,44.104692,41.636914
736753,40.03228,39.843213,41.295679,45.318749,43.104692,40.636914
736754,40.59626,39.843213,41.295679,45.318749,43.104692,40.636914
736755,40.41828,39.843213,39.504012,45.318749,43.104692,40.636914
736756,40.41828,39.843213,39.504012,45.318749,43.104692,40.636914
736757,40.41828,39.843213,39.504012,45.318749,43.104692,40.636914
736758,40.38741,39.843213,39.504012,45.318749,42.104692,40.636914
736759,40.47234,39.843213,40.745679,45.318749,42.104692,40.636914
736760,40.2174,39.843213,40.745679,45.318749,40.104692,40.636914
736761,40.62883,39.843213,40.745679,45.318749,39.104692,40.636914
736762,40.67968,39.843213,41.004012,45.318749,38.104692,40.636914
736763,40.67968,39.843213,41.004012,45.318749,38.104692,40.636914
736764,40.67968,39.843213,41.004012,45.318749,38.104692,40.636914
736765,40.65869,39.843213,41.004012,45.318749,39.104692,40.636914
736766,40.52831,39.843213,40.470679,45.318749,42.104692,40.636914
736767,40.42437,39.843213,40.470679,42.318749,41.104692,39.636914
736768,40.46296,39.843213,40.470679,42.318749,40.104692,39.636914
736769,40.24184,39.843213,39.037346,42.318749,41.104692,39.636914
736770,40.24184,39.843213,39.037346,42.318749,41.104692,39.636914
736771,40.5158,39.843213,39.037346,42.318749,41.104692,39.636914
736772,40.73995,40.843213,39.037346,42.318749,41.104692,39.636914
736773,40.73125,40.843213,39.520679,42.318749,41.104692,39.636914
736774,40.58772,40.843213,39.520679,41.318749,40.104692,37.636914
736775,40.63551,40.843213,39.520679,41.318749,41.104692,37.636914
736776,40.67521,40.843213,40.204012,41.318749,40.104692,37.636914
736777,40.41634,40.843213,40.204012,41.318749,40.104692,37.636914
736778,40.74137,40.843213,40.204012,41.318749,40.104692,37.636914
736779,41.09504,39.843213,40.204012,41.318749,40.104692,37.636914
736780,40.46638,39.843213,38.795679,41.318749,40.104692,37.636914
736781,40.19111,39.843213,38.795679,40.318749,39.104692,39.636914
736782,40.21669,39.843213,38.795679,40.318749,39.104692,39.636914
736783,40.54322,39.843213,41.237346,40.318749,41.104692,39.636914
736784,40.54322,39.843213,41.237346,40.318749,41.104692,39.636914
736785,40.54322,39.843213,41.237346,40.318749,41.104692,39.636914
736786,40.62948,39.843213,41.237346,40.318749,44.104692,39.636914
736787,40.39435,39.843213,40.320679,40.318749,43.104692,39.636914
736788,40.30183,39.843213,40.320679,40.318749,45.104692,38.636914
736789,40.22276,39.843213,40.320679,40.318749,41.104692,38.636914
736790,39.96867,39.843213,38.270679,40.318749,41.104692,38.636914
736791,39.96867,39.843213,38.270679,40.318749,41.104692,38.636914
736792,39.96867,39.843213,38.270679,40.318749,41.104692,38.636914
736793,40.23806,41.843213,38.270679,40.318749,42.104692,38.636914
736794,40.60616,41.843213,38.270679,40.318749,42.104692,38.636914
736795,40.6097,41.843213,38.095679,40.318749,43.104692,40.636914
736796,40.63083,41.843213,38.095679,40.318749,44.104692,40.636914
736797,40.77415,41.843213,39.870679,40.318749,44.104692,40.636914
736798,40.77415,41.843213,39.870679,40.318749,44.104692,40.636914
736799,40.59587,41.843213,39.870679,40.318749,44.104692,40.636914
736800,40.70876,39.843213,39.870679,40.318749,45.104692,40.636914
736801,40.59293,39.843213,40.920679,40.318749,43.104692,40.636914
736802,40.16125,39.843213,40.920679,39.318749,44.104692,38.636914
736803,40.21317,39.843213,40.920679,39.318749,42.104692,38.636914
736804,40.28197,39.843213,39.070679,39.318749,43.104692,38.636914
736805,40.28197,39.843213,39.070679,39.318749,43.104692,38.636914
736806,40.28197,39.843213,39.070679,39.318749,43.104692,38.636914
